,EmployeeID,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Education_1,Education_2,Education_3,Education_4,Education_5,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Unnamed: 0,Age,DistanceFromHome,JobLevel,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retirado,SalaryHike
2329,2330,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2329,34,2,2,65860,9.0,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,0,0.18
2330,2331,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2330,26,4,1,32940,1.0,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,0,0.11
2331,2332,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2331,38,14,1,41710,0.0,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,0,0.23
2332,2333,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2332,38,2,1,27780,2.0,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,0,0.13
2333,2334,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2333,36,1,1,23770,6.0,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,0,0.13
2334,2335,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2334,29,10,1,24040,1.0,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,0,0.17
2335,2336,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2335,35,12,2,23180,3.0,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,0,0.19
2336,2337,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2336,39,2,1,20080,2.0,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,0,0.12
2337,2338,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2337,29,5,1,62440,1.0,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,0,0.22
2338,2339,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2338,50,4,1,27990,4.0,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,0,0.12
2339,2340,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2339,23,7,3,105520,2.0,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,0,0.11
2340,2341,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2340,36,21,2,23290,3.0,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,0,0.15
2341,2342,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2341,42,8,5,40140,8.0,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,0,0.13
2342,2343,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2342,35,4,2,74030,1.0,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,0,0.12
2343,2344,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2343,34,25,1,22590,1.0,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,0,0.14
2344,2345,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2344,40,1,2,69320,1.0,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,0,0.13
2345,2346,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2345,43,1,1,46780,5.0,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,0,0.25
2346,2347,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2346,35,6,3,135820,1.0,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,0,0.17
2347,2348,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2347,46,12,1,23320,1.0,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,0,0.11
2348,2349,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2348,28,1,2,24130,1.0,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,1,0.16
2349,2350,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2349,22,17,3,97050,1.0,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,0,0.18
2350,2351,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2350,50,3,2,42940,2.0,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,0,0.2
2351,2352,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2351,32,3,3,47210,3.0,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,0,0.14
2352,2353,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2352,44,10,3,25190,0.0,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,0,0.21
2353,2354,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2353,30,4,1,21210,1.0,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,0,0.13
2354,2355,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2354,45,29,2,29730,1.0,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,0,0.12
2355,2356,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2355,45,2,2,58550,1.0,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,0,0.14
2356,2357,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2356,31,7,2,36170,7.0,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,0,0.21
2357,2358,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2357,36,18,2,67250,9.0,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,0,0.17
2358,2359,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2358,34,28,5,103250,1.0,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,0,0.11
2359,2360,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2359,49,1,3,69490,1.0,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,0,0.14
2360,2361,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2360,39,6,3,106090,2.0,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,0,0.17
2361,2362,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2361,27,2,4,44470,1.0,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,0,0.13
2362,2363,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2362,35,2,2,21570,1.0,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,0,0.25
2363,2364,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2363,28,23,3,46010,0.0,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,0,0.15
2364,2365,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2364,21,3,1,170990,1.0,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,0,0.14
2365,2366,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2365,18,3,1,24790,0.0,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,1,0.12
2366,2367,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2366,47,25,2,148520,3.0,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,0,0.19
2367,2368,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2367,39,2,1,72640,0.0,0,0.0,5,10,0,7,3.0,3.0,3.0,3,3,0,0.17
2368,2369,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2368,40,22,1,56660,1.0,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,0,0.14
2369,2370,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2369,35,29,2,78230,1.0,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,0,0.13
2370,2371,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2370,37,29,1,78800,3.0,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,0,0.12
2371,2372,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2371,39,2,2,131940,0.0,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,0,0.11
2372,2373,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2372,45,28,2,50670,1.0,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,0,0.11
2373,2374,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2373,38,2,3,50790,3.0,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,0,0.11
2374,2375,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2374,35,2,3,23210,9.0,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,1,0.12
2375,2376,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2375,37,22,2,174440,1.0,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,0,0.14
2376,2377,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2376,40,8,2,24040,6.0,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,0,0.17
2377,2378,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2377,44,2,1,34520,4.0,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,0,0.11
2378,2379,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2378,48,10,3,22700,2.0,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,0,0.14
2379,2380,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2379,35,9,2,173990,6.0,0,7.0,3,2,2,2,2.72,4.0,2.0,1,3,1,0.12
2380,2381,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2380,24,15,2,54880,1.0,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,0,0.22
2381,2382,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2381,27,10,3,194190,7.0,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,0,0.14
2382,2383,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2382,27,7,1,28110,2.0,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,0,0.2
2383,2384,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2383,40,16,1,36330,3.0,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,1,0.16
2384,2385,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2384,29,20,2,41630,9.0,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,0,0.15
2385,2386,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2385,36,23,3,21320,4.0,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,0,0.2
2386,2387,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2386,25,5,4,139730,1.0,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,0,0.14
2387,2388,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2387,39,10,2,26840,4.0,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,0,0.12
2388,2389,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2388,49,4,2,108450,3.0,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,0,0.24
2389,2390,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2389,50,2,3,43770,5.0,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,0,0.12
2390,2391,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2390,20,18,2,37430,1.0,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,0,0.13
2391,2392,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2391,34,10,3,41480,1.0,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,0,0.11
2392,2393,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2392,36,1,2,10510,2.0,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,0,0.14
2393,2394,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2393,49,6,2,107390,2.0,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,0,0.11
2394,2395,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2394,36,8,4,103880,0.0,0,4.0,2,3,1,2,4.0,3.0,2.76,3,3,0,0.14
2395,2396,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2395,36,2,2,114160,6.0,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,0,0.16
2396,2397,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2396,54,24,1,26000,3.0,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,0,0.14
2397,2398,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2397,43,2,1,24220,1.0,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,0,0.11
2398,2399,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2398,35,17,1,54720,3.0,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,1,0.11
2399,2400,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2399,38,19,2,24510,7.0,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,0,0.12
2400,2401,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2400,29,1,2,42400,1.0,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,0,0.14
2401,2402,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2401,33,7,5,109990,1.0,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,0,0.18
2402,2403,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2402,32,5,5,50030,0.0,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,0,0.13
2403,2404,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2403,31,28,2,127420,1.0,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,0,0.11
2404,2405,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2404,49,2,1,42270,4.0,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,0,0.18
2405,2406,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2405,38,29,1,39170,1.0,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,0,0.15
2406,2407,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2406,47,1,3,183030,6.0,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,0,0.22
2407,2408,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2407,49,21,2,23800,4.0,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,0,0.13
2408,2409,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2408,41,24,4,137260,3.0,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,0,0.12
2409,2410,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2409,20,1,1,47770,1.0,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,0,0.18
2410,2411,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2410,33,18,2,63850,1.0,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,0,0.13
2411,2412,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2411,36,2,3,199730,6.0,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,0,0.12
2412,2413,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2412,44,9,3,68610,4.0,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,0,0.12
2413,2414,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2413,23,6,3,49690,1.0,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3,1,0.12
2414,2415,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2414,38,11,1,198450,7.0,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,0,0.11
2415,2416,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2415,53,24,4,133200,3.0,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3,0,0.11
2416,2417,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2416,48,10,1,63470,2.0,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3,1,0.12
2417,2418,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2417,32,1,2,27430,1.0,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3,1,0.19
2418,2419,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2418,26,18,1,108800,1.0,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,0,0.23
2419,2420,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2419,55,23,5,23420,5.0,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,0,0.11
2420,2421,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2420,34,28,2,176500,1.0,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,0,0.19
2421,2422,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2421,60,17,1,40250,3.0,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,0,0.13
2422,2423,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2422,33,3,3,97250,1.0,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,0,0.11
2423,2424,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2423,37,13,1,119040,1.0,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,0,0.12
2424,2425,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2424,34,7,1,21770,1.0,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3,0,0.13
2425,2426,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2425,23,12,2,75250,1.0,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3,1,0.14
2426,2427,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2426,44,1,1,48340,1.0,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3,0,0.14
2427,2428,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2427,35,13,3,20420,0.0,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3,0,0.16
2428,2429,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2428,43,25,2,22200,1.0,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3,0,0.11
2429,2430,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2429,24,6,3,10520,1.0,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3,0,0.13
2430,2431,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2430,41,6,1,28210,1.0,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,0,0.17
2431,2432,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2431,29,2,2,192370,9.0,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,0,0.11
2432,2433,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2432,36,1,3,41070,3.0,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,0,0.11
2433,2434,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2433,45,2,2,83960,3.0,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,0,0.15
2434,2435,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2434,24,6,2,20070,1.0,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,1,0.12
2435,2436,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2435,47,1,2,196270,7.0,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,1,0.11
2436,2437,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2436,26,9,1,106860,1.0,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,0,0.14
2437,2438,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2437,45,1,1,29420,1.0,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,0,0.22
2438,2439,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2438,32,1,2,88580,6.0,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,0,0.16
2439,2440,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2439,31,14,1,167560,1.0,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,0,0.11
2440,2441,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2440,41,2,2,107980,6.0,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,0,0.14
